income,debt_ratio,loan_amount,credit_score,defaults,age
54861.25954092192,0.2729674962734815,9281.368963396691,795.2068294786503,0,45
44223.76579375525,0.2855193814923014,15542.798528882617,781.2979457681032,0,43
39846.169995410615,0.5938247818680289,14833.850046777696,810.9390116724067,1,25
59175.14433261302,0.12005459570624125,13959.415713637301,692.0477394799974,0,62
65464.99283743926,0.5335157480612243,14357.312442805347,714.7812244373548,0,68
63969.20178674298,0.38933770428619674,5590.754772511804,624.1678725289604,0,61
37411.73715166042,0.31930770959479526,12256.375461295193,773.8467213059137,0,31
45361.81436223178,0.4626288302075683,15464.224505705573,641.6110224366032,0,68
54968.95147105346,0.34333447071235146,15799.281959987002,710.8387781881314,0,55
64633.17690683539,0.5367116190408303,9861.62429537021,645.1348736183578,1,21
42812.38643232065,0.5503509320056292,21328.539204323504,670.5566586630651,1,30
47215.115350042746,0.3108604634367277,10669.125758927496,658.136878447515,0,58
33404.97538990958,0.2384138986175258,19847.286002633686,669.606236966209,0,53
32056.90063878994,0.3961751642966811,17135.971809358423,673.0438648425511,0,45
62187.88733591297,0.5561816728083455,11768.863450780984,672.5865602537461,0,37
70343.60042856235,0.2053310945028333,23876.55446304756,741.6666955890154,0,40
48919.848176294996,0.41148329178174137,9031.8158412176,644.756860346874,0,55
65052.99346838036,0.41578011004626025,19595.770868050007,711.0270713506933,0,59
55424.54037571451,0.4665565112076405,20002.91159021489,760.897957615278,0,65
40323.203680923136,0.1657838425636299,11646.898954616776,674.3401817743302,0,63
55420.934082626205,0.4579124823410443,21962.326500321644,664.10405546262,0,41
73070.54849698953,0.5545162603328205,13749.767427005236,688.4737687409875,0,49
49462.60941335073,0.189841554435121,16443.468146399286,758.9862604180355,0,69
73469.6548372101,0.21877166246193883,16301.609193856104,709.7053815476679,0,62
10703.823438653832,0.5856975470208198,14328.45629264726,673.4392852696201,0,49
62328.53756562836,0.1904884763547449,19054.041365798912,724.193832559402,0,27
51305.706023572566,0.5271925466847895,18967.443602761065,644.8853925081788,0,53
45514.88974301199,0.3461389282240174,6257.340133809095,734.0679755221474,0,66
51376.41164803253,0.22361553720158853,21521.701214390763,720.4303653850884,0,28
20186.46628098661,0.5353749506362557,6687.540059821629,684.6095764430557,0,39
46704.92168243732,0.3226526275013327,20162.731021708285,658.0707100776384,0,59
55356.6885726762,0.35740867696484513,20633.525684137916,655.6659538858271,0,44
72168.41067112274,0.2796166846998829,9545.167848924008,726.7408668172955,0,38
42225.94672589529,0.39647542571746375,12945.928560227076,761.4490251244531,0,24
37872.595956602185,0.1817619362925114,9471.476657570322,668.1346126485603,0,30
42473.64434623195,0.2955407683258804,13925.394848556323,722.9193351775742,0,34
63731.03176553111,0.5847061611676437,13459.828579071294,595.6486490698966,0,27
54931.266644895266,0.22906671635056378,18898.3026613467,670.7691134671401,0,38
42053.59694349442,0.4283683322706461,21551.54373059804,698.447053356455,0,42
57699.01149670034,0.26259503211234747,21978.41905394978,654.5158291509083,0,46
51456.16324022061,0.48673656284330036,12189.15986710849,653.1746812605202,0,59
64529.674857993334,0.16543683035917492,13953.890631277362,666.6110221765557,0,51
39469.203591839716,0.5849105225392723,6582.80903889525,714.6096364163186,0,45
45085.067801033474,0.3268947706918196,10970.649667519056,690.6335490796813,0,46
44118.377703017635,0.21802523167323198,19824.25816548729,588.0884383337514,0,38
28047.275778018222,0.13674837366500633,23077.91411774116,593.9649923682467,0,69
54441.80415596864,0.18487895254377038,8828.25564060039,669.6567411071412,0,61
53915.82908269834,0.35988697427800886,12037.678704235528,722.8843293026777,0,48
50076.70184963691,0.2685015882156432,14867.971215205365,562.6247578637383,0,58
46481.1929993728,0.5144416829413048,16400.805794098032,675.0134911924184,0,60
28769.438869243786,0.31544376183090295,10951.98240039177,673.687607174129,0,52
43690.320158519615,0.22435713629381496,17120.30522232045,769.4168889104224,1,38
44859.282252098456,0.40857249330201506,12630.80326464542,680.7489094143568,0,56
37965.84096167571,0.4533886084427229,14927.738645608604,719.1494492370464,0,38
47580.71432500986,0.18352095395047494,17731.4212400185,707.0628570043732,0,52
56060.762852218075,0.18380960814415884,15032.111349054689,593.47167600964,0,66
78292.78851815795,0.11833571346677149,12818.070547367157,738.4103608315869,1,35
52618.66719247759,0.46820100753282023,14451.950980370846,710.7698252728144,0,42
53863.25586084147,0.4319022638109026,14558.185203973324,725.4134319837294,1,26
48883.311263507494,0.3373154378749069,13149.944850589362,896.3118853218164,0,45
21218.431770514377,0.5220852244845986,13706.019686664487,595.7943530250706,0,51
49602.291868261746,0.5028350764750266,22993.235852523583,786.2348324880554,0,31
50903.4531491154,0.3926771821983761,17804.597239706192,685.6276240299823,0,27
86948.6316872793,0.5341356402566293,13522.598409854198,714.3664452201505,0,24
47114.58552828316,0.20292060501838413,18484.77202255368,697.7243877349379,0,61
54523.210135004185,0.15595980969886394,13330.90255121995,678.7881833300978,0,47
49479.32345442135,0.23487480575849481,20865.623187933204,671.508353588062,0,24
32469.82943570702,0.12854342804465743,16848.21096099047,716.4754367786504,1,68
67142.34221772531,0.365584764000516,14463.489279978856,624.141315166416,0,45
61278.99549030161,0.5683028461474807,17238.584629051387,737.5289583760883,0,24
61865.47920564571,0.11967177033425483,7145.619239657503,679.1902797557373,0,41
36359.18817807891,0.1610549570050134,9366.162655450975,643.4965330479821,0,34
71041.91466404148,0.3260995141417177,9030.374968004722,677.4993571002093,1,32
28972.234058115788,0.5669375087639524,15714.715473818535,762.8574608431286,0,47
58802.85640700405,0.25807805248837523,23662.574997425458,673.2332456491888,0,52
82856.83438714968,0.3536174043441962,26156.500730963162,717.9226809104811,0,62
35141.955123039676,0.12078642952519605,18190.255507203787,663.4521862142263,0,42
41505.53405595842,0.17417160048104444,17504.222374722285,737.8960924961809,0,52
51494.77047631462,0.5933150614794235,5994.711329236305,734.2753869395102,0,62
42447.86518825701,0.5825593482180228,12286.631001329892,792.4304416648206,0,37
26740.04853400801,0.10246999046720481,11061.081240458805,691.2218027250392,0,69
51028.44462209041,0.5759058927116195,11895.76200874442,733.4327402378954,1,49
34065.44429410843,0.41955996890775016,14159.280907076052,704.9033769769472,0,45
57103.88645952773,0.533959147260011,12639.547111514363,764.7935890931507,0,35
36208.63648649295,0.32736992781692953,5103.500948121062,664.0583806195634,1,32
73249.01607526309,0.3577980142896251,18739.551280587668,737.250265643864,0,58
38251.20061495644,0.34442329012846007,9636.284871300966,690.265135194166,0,52
45169.07725691487,0.43343212877305215,16196.234320555748,696.7905911445752,0,45
62202.758260545044,0.16982562737815646,25370.41334874987,704.5876242224186,1,67
31537.03525349067,0.11498679493633898,10403.077042067882,712.6120198213339,0,20
53411.899019061944,0.25396497079559543,2348.5623862683515,694.1885478439021,0,68
69607.14131423642,0.45234038136832333,13569.978890599446,710.7356591585263,0,57
25887.75148158159,0.2009267260614742,20504.798174992855,778.9059028781093,0,21
52769.507877984564,0.43671621666245863,24791.737271102967,749.2724842807609,0,68
53898.24191372635,0.5849560230536353,8852.252027737915,743.4577296248448,0,25
61727.34307665966,0.1469503578947092,17483.496116182607,677.2230236988065,0,65
31445.73933682877,0.4363010591125631,12673.447716099734,655.5379585885838,0,69
30193.150803735854,0.3218751096522856,14470.258228479322,747.7650279118876,1,57
57829.12348425346,0.5340711271887527,28221.716735085174,743.8023396264897,0,61
54454.77009849779,0.18857489472369296,7485.148358024234,773.6335337875491,0,43
53757.39275518815,0.4463129761130823,16268.698307472867,669.8009687015385,0,37
55196.72314245463,0.5190576448240551,17338.465858827167,688.5225672319826,0,46
39799.62917632264,0.5723071097370116,20428.931624696736,618.0257918737283,0,60
53483.80545741505,0.4416240141448229,15489.915767354478,680.3764446969564,0,27
54396.08709948022,0.3485873820042137,16540.25269752051,749.8285255289724,0,47
39284.72872960448,0.4089236201006069,13041.757162891045,676.6752310385901,0,29
77986.61766717135,0.5344524922393591,16345.634706225537,732.0239897600412,0,36
57107.49381367681,0.3853048733194149,13284.038622512948,690.4748447001094,0,48
32130.44754196027,0.11519352984841844,18107.859449280255,716.2028514110781,0,25
59848.30412950744,0.5654743477534889,13151.94831978183,642.6154305092166,0,33
35379.77494659018,0.4447633755157806,16885.501969510933,704.260472481695,0,41
61806.26905613678,0.43825669288862323,14853.685931575108,550.4432014549639,0,25
67378.93368511106,0.2078375761988586,20630.251253860843,690.6551920919007,0,45
37689.76522472434,0.4294427351163286,14743.031382057568,618.476337814243,0,58
64450.64193866483,0.2969322028270792,6134.837658965593,760.2997258273408,0,31
56191.71390404747,0.4256164885207461,21309.607503569958,738.8703676382256,0,54
62330.90239991735,0.15329651515399537,10471.338495686905,723.333549098304,0,33
78451.89473980921,0.42892265230151805,11731.1683067559,776.050311357969,0,41
46319.17825995694,0.5997068628853333,12021.69352978254,652.5541739587582,1,42
38693.95753463766,0.12410601943027802,21872.190465854088,787.3681598957779,0,67
36657.28355561715,0.5885870921106586,4321.628930106523,746.6095782130193,1,26
37762.845725518426,0.30345398036143534,30688.74266829997,688.1722356390527,0,59
48843.47435878844,0.5353767251686296,20280.28404533026,756.7810073591472,0,69
55117.279622249654,0.49119274202913676,16116.1945706458,644.6853243794183,0,44
54150.36198995029,0.3835081304933339,14725.529996918569,658.7742919236164,0,32
62407.74873554036,0.4692246046256633,16427.770374288284,669.570513838015,0,40
50195.02837816861,0.539257780650674,17605.61214189669,673.5511145967993,0,60
71803.01115735975,0.3020701608255165,18226.077929750285,647.1721178619873,0,29
46030.147501430656,0.2635165807816193,17778.022330017244,761.1541533547662,0,28
90802.53749884429,0.43379669278179234,15447.903406276244,687.0572799815084,0,34
59385.01021647509,0.5039229709706293,14013.30789846337,717.625248417844,0,21
37142.63665375576,0.48114256738830785,14243.633581732442,671.4824316793159,0,44
33936.612529083315,0.4989068244293172,14025.458598236595,608.9698349725742,1,32
57237.08622864778,0.31779165740646653,20668.850484335322,713.5028679195711,0,53
46648.05822011224,0.5089171080875108,17967.78361140431,604.3872512290111,0,53
60710.007411381375,0.16010452768530423,298.05682667859946,696.5682976957265,0,54
57098.56436860317,0.3722445489804248,18279.503882648805,631.5842480583594,0,57
48907.56631014691,0.10287933024906079,15973.680973593875,799.3637999615404,0,22
37298.094228973925,0.2622929149501352,14906.456217770512,745.5681361087361,0,61
27277.291629712032,0.28323076743569897,13057.40773455557,705.2876895635741,0,25
43302.275718994686,0.2980863458046277,20620.56359993007,763.1853338827334,0,67
62845.981914852084,0.44773360334493106,19737.632310614288,657.6842011267132,0,68
53211.40616195306,0.2942790506351729,11135.611660881954,727.1739689335046,1,38
31313.91831932018,0.3243468113112653,17035.261435622677,709.9905216859356,0,22
52597.71388776773,0.21877206543716374,10141.71632729357,713.2010040666835,0,37
55779.76069593255,0.28662589581467,8101.909176055347,763.6176750053384,0,58
36742.138456983004,0.21363481363157574,11866.413877050174,736.6246051389901,0,28
52305.87658918292,0.13659796188422182,19311.967361913794,714.4361831412511,0,31
50873.13077669,0.401724296690689,19765.625226880435,617.2556281885852,0,24
32855.44553254065,0.43410639927750816,17565.427100486464,651.9976852360268,0,22
55366.81040522425,0.4097451730048073,18625.478934239985,693.8645533202138,0,30
58411.76789552352,0.33174702190028615,17580.89143557479,704.6686187138325,0,49
66245.76864762916,0.28989289008961494,11792.59202388524,643.4898137663038,0,23
65807.03078052355,0.5316668247859127,17159.612723369704,820.5838337789211,0,24
29334.959480643633,0.35954089256810906,19002.04762613841,775.8197027626786,0,20
35932.62440127316,0.33959093881486546,18771.45664906787,730.1059160196241,0,46
57725.529008129895,0.11282103290321785,20944.566857373215,703.6018430641873,0,47
57706.78926368313,0.27062391381307815,18541.51923600532,689.3895515049425,0,48
57725.715294590715,0.2900978093929285,16757.241037707914,652.4040769988882,0,37
107790.97235982082,0.2994113904484502,20350.751191582138,703.8740259259431,0,31
58563.35766039751,0.3900861846136662,14867.3937037547,712.8876270071376,0,32
67033.48460270898,0.36680127336343926,10590.626743861412,637.9119712259188,0,60
64310.02645239804,0.4039525463967223,14184.665180281181,716.7088208622449,0,21
59770.868769586974,0.48244163077106417,11275.486775967755,692.2370475587626,0,56
45270.96133039481,0.5064928693580467,11624.108625128092,604.6096221061305,0,64
61384.53830739901,0.45906153811324724,14277.40664642241,656.9807494610249,0,35
38407.621781936425,0.5777618479774673,11037.900395000193,679.3197233289178,0,67
46447.72089889987,0.10911629133818082,13460.192351804799,794.3843828670095,0,43
42719.54678256345,0.19788899284177305,5531.926665231073,727.8276562266878,0,54
51228.112090794835,0.10378143748907107,16066.468536864693,633.2259215450055,0,41
84719.87850010264,0.42373735707730154,15006.027376811122,724.3018144708818,0,55
21991.02211112378,0.5490152744749934,10914.556844659048,622.6348005530817,0,30
60293.9028556177,0.22174114828814964,18296.228342162027,754.1345526943537,0,65
25809.261932155227,0.5635172723981533,19687.850688132792,676.443767409106,0,48
42921.0220131585,0.13013369514478043,6962.200678155129,695.3181905630414,1,54
66334.25895451049,0.5672180134027571,11186.37610716893,766.2898323771095,0,67
50964.200286431944,0.2758113436198172,11154.28825106351,635.6418215707874,1,34
33833.82833106041,0.15071041422460826,10300.484494455677,630.1440907443505,0,50
39270.444361100475,0.34293587959316285,19147.37420965874,670.8200336826998,0,61
60193.96623402014,0.22838828386025398,14030.869306135983,751.9189425509659,0,60
39044.50052424295,0.24243645098096142,13677.425793446946,624.0326962261579,0,62
53246.878843729624,0.25364498246314326,4980.688177966233,558.3922200944716,0,35
50683.5775985572,0.5015129489163317,18177.090151046134,677.4420570795501,0,29
40225.99478591274,0.3695806383376272,8803.708025732638,727.587039995546,0,68
82159.16133987988,0.25565384957800186,15299.66315133164,760.0130874869415,0,51
59508.78533477017,0.40516689165545916,16386.884689790957,676.84193189573,0,21
19622.861200135892,0.45807533711159676,21803.292979193255,679.4286696441999,0,43
52796.814721541414,0.2363120003667669,8455.89800440444,757.6950367127873,0,42
40073.20302847418,0.3067745507626758,-97.5607791041275,606.5129150152289,0,21
62786.50002194336,0.16094304666847378,15919.247723768474,680.5739612408495,1,57
38112.188923509486,0.19057467476734016,24002.55590755427,709.5211944962529,0,50
48278.95337799651,0.44055892698249144,21194.731764697186,722.4609360642517,1,59
57574.80918470686,0.19071917384781348,16048.297076373128,674.5096653404559,0,45
62986.327912551824,0.36258169183353006,12541.819071839764,701.7220505852921,0,48
31995.553894163357,0.4545231308612163,19035.61298318655,575.5836323293505,0,22
44982.481462385775,0.15343846154737192,10132.269001477656,667.0875793833076,0,33
42875.82033258566,0.38365610981445175,17381.788846781095,722.6754356277233,0,44
40200.06151139432,0.2282813918506819,17527.350795833136,650.885298287266,0,67
76481.81360421646,0.5814634376187899,20301.0495374944,702.9492110794798,0,20
56074.725664414334,0.3417728233599624,28798.300194555388,722.343625040135,0,22
31086.740684974324,0.502996274887579,16962.079835893834,682.8725399571117,0,45
63767.92920582164,0.37511327107813086,12455.181871462506,708.5231885498285,0,37
81832.3429551895,0.12170626642740959,14872.128439040027,651.8633717357694,0,28
65486.97890826721,0.41657568779701115,6154.6204755544095,689.6694360151977,0,57
27209.4505106898,0.5757016711033285,11526.43434455471,730.5108084794612,0,42
42736.48890700623,0.40080591007316557,12953.58780943448,707.8486480484218,0,40
69003.66723779934,0.5095944297133951,12379.558010327037,670.6734365218032,0,20
39384.958015718286,0.5421032316742039,15761.77436016861,711.2108202145397,0,40
56657.291422193426,0.21403988597446624,10887.900338088997,735.7304895318309,0,46
61619.510801440054,0.20602241995411333,20605.15333662236,597.5029360711261,0,61
36096.04292632875,0.4054904944254959,15001.035324590985,757.9537032477949,0,25
49107.119659072996,0.3055142349033524,14953.498394306927,683.1872630659464,0,63
1380.9898989639114,0.5199306514333601,13360.52641743541,721.2744966620115,1,55
34634.185379985654,0.5500115616990056,15775.953419294896,759.8623461822614,1,47
46211.4777291026,0.27671068965135903,19125.491323338174,631.4163151384766,0,64
31283.252270527257,0.21843527948724104,10664.348921445498,664.5279498786226,0,36
74486.16955897454,0.49026275762193094,11709.417554623717,685.5725652062148,0,59
28547.87933059051,0.23740301777406805,13481.369856116677,660.8123239437786,0,22
43399.332699545244,0.5113071592568392,8270.645382633926,786.7468287918405,0,31
51961.10865929137,0.3118691268243814,10903.710701392512,657.1613953086603,0,58
71619.09933599173,0.43377494964573526,12618.895632276704,672.2226610256566,1,31
28462.06773230841,0.1477676569173341,19371.94590356364,710.2194515801489,0,21
67447.45628232439,0.41192966233828654,16312.806645009625,639.8925236961956,0,65
50153.4959152938,0.32588383936861454,15967.949556837722,680.2159644121868,0,41
35277.37023428074,0.3933042315877371,19254.489810839863,715.8726630625088,0,42
56931.55211394906,0.18400710387243172,14313.141058003017,683.3569797808744,0,49
52985.895433602054,0.4684368724720911,16952.324249644447,695.3306570550026,1,24
40996.74684261808,0.5313985387716142,14483.891235337518,673.5333943775814,0,28
51047.031274850284,0.20836990004538783,16326.811746998143,624.2764845409616,0,40
44220.2960470736,0.14785727776008087,12086.20671194209,716.0796605669619,0,30
51702.76017876872,0.1118192930231682,2805.9142086178545,787.7466535823621,0,24
59931.9601178157,0.420985750221633,14328.60418906848,700.9200815391719,0,54
73790.25224218029,0.4035470180443904,22113.7406804997,711.2632058623775,0,46
31432.767517597265,0.373348706357035,19631.077011207963,734.6361377558429,0,68
81995.500619844,0.2159735480579877,19826.987422955855,636.533475172665,0,21
20718.68300716247,0.29545299795275737,21180.65360903109,785.1257329064803,0,43
47723.22357446625,0.3972381675930865,15443.287954807187,710.1164398211401,0,50
58824.75809726865,0.34838342942958467,15986.578537027977,781.5928449544555,0,52
54214.87801602549,0.5938927601074436,11911.74052282825,663.3483502238005,0,58
40659.50720269109,0.16821987627836657,13419.635719864751,790.9030961278912,0,49
46878.16624464087,0.44757227702379687,18078.85574885571,738.7577747017392,0,65
42604.985980117504,0.30215938405214604,21019.42218584408,727.6520042926179,0,56
41159.52864583683,0.3140998074628074,14302.768621595002,711.7012227176574,0,47
62744.03145531537,0.4587988828290881,12749.053675742942,687.5735690962775,0,50
55355.23228947571,0.44621807566218485,15002.639794282986,760.0265829236936,0,30
39606.35607109019,0.5956279968510941,18006.033744645574,707.0179934924023,0,42
63493.99813149876,0.16419714472706262,7780.725919332291,601.6465148206423,0,21
54609.49281314914,0.15205482469208317,3519.0952343138088,644.1406769146499,0,59
62192.931782584405,0.4621694085643706,12247.315752542083,690.7077123903626,0,60
59444.432628854185,0.3891934585032045,8896.437870429207,715.4999491582778,0,46
37565.07483616892,0.23708033327990294,12459.299011763445,697.1705755550053,0,54
41597.284397045456,0.1397096844944933,14261.098405912642,760.9485394896832,0,21
61209.40407684893,0.14282912479821527,12733.757954884933,602.4449067980688,0,58
59155.55398150197,0.5470954373320591,22262.337672353726,707.179396825258,0,56
49686.47609053778,0.19593366235937146,16633.7238230116,609.1010387306422,0,40
51759.91074963173,0.2616857810577604,16502.37179805414,737.9856147742084,0,24
69164.97343682637,0.21332820111349401,18111.03572021701,695.2770642778999,0,64
41126.42916746255,0.2774981529159687,9305.834411096155,720.9804986012059,0,40
58206.460717550566,0.1347119213730467,20195.55893710134,656.8058519705116,0,48
46967.110213491585,0.35952989545413516,14621.1785673227,763.9732465828876,0,39
46734.78195159169,0.13380628179610746,18352.40308620606,752.0862332029426,0,57
66481.65277980786,0.5001782539111808,9640.713834799222,729.1772151505944,1,39
62381.245234820446,0.21685604095521652,7231.206169919678,693.524137656828,1,69
62202.644540009576,0.3700059573022553,19089.448290125143,728.9928642647566,0,44
69582.18210731493,0.5400395437807292,16882.047630487585,664.6553716006325,0,21
50315.05762449138,0.4254386845235971,10489.742228212448,742.7777829510356,0,51
60229.294569424455,0.3664788932756676,10651.684593626527,782.4740447161961,0,45
45345.99865109816,0.2621668765576878,20627.173922073845,753.5305279989593,0,25
54862.49528732663,0.266500956529099,9052.940535663362,663.5198765096295,0,60
48047.85418448473,0.43474347759909504,23213.364766279818,718.0708658636552,0,22
51454.93947489077,0.5970696806105837,10496.896326760656,635.3429228120676,0,52
58927.3553815537,0.43091959492468934,18191.959628041914,728.6195155587837,0,20
37726.689751497914,0.37889170868501243,13356.907621255077,722.5301706431269,0,24
81385.8091352819,0.4653252551196231,18015.937155411717,606.5091830233918,1,32
34909.73927750447,0.3326028061418591,12279.429989429038,641.9108078043818,0,38
31787.17080818402,0.1300711713003926,14186.03546963853,685.8430551628117,0,31
67371.66310250101,0.3811484079389549,15204.595876978605,684.9570126429587,1,67
61874.94040944404,0.5788126422526901,9989.062721092636,639.5261532290598,0,44
59361.79725578232,0.18765147117882983,18704.121727100628,719.4489364676092,0,54
59425.1826389642,0.44500244541033285,12433.932167642073,712.5736804470256,0,31
49816.29840729628,0.20046684432952824,13857.000423299907,690.286543401074,0,49
36541.18442771253,0.36791384223654067,10028.25312695744,662.2104249920818,0,24
51137.068372905895,0.14833822482335982,2188.3317060234476,752.4353563208282,0,53
39842.574327318325,0.32518546812909255,14044.861186999155,782.7703556544147,0,41
64626.796001266266,0.478081664447623,27063.07710806458,675.8219258076731,0,58
47794.13927746792,0.273785762119491,18923.02143949012,669.391654142259,0,32
37617.54204811233,0.432455862243609,14903.698101328027,724.5603832705998,1,66
45179.2123752051,0.49772498039486457,13685.545853958662,682.0985310126507,0,22
56193.97181413436,0.5635889097397263,15112.329464060233,693.0301399668383,0,39
41544.13170794038,0.21732104092772678,17735.59557587605,736.9826575862336,0,50
37666.69406650353,0.2996579579046541,9095.935923455776,604.5321956246354,0,24
53655.30817237868,0.17620800666520872,20571.60847334436,765.9151162426334,1,43
53674.49856663084,0.5962417510791876,18576.90657720622,703.6340262164671,0,59
42395.85236943305,0.5635004839621477,18590.928628539674,679.425342771891,0,52
42934.425415725156,0.3699785651402798,17192.378694048635,695.5382922889276,0,27
53480.74906036454,0.5210166471882106,15098.08328846995,698.121467751026,0,43
28278.734877540137,0.3604789886360211,18364.3061798341,613.4399348277537,0,69
28888.043384351673,0.41179284400137983,17959.07066870689,774.7469113726618,0,39
39223.33668121346,0.1445622160580083,13229.796445294882,702.0662816135309,0,35
46798.292724322295,0.47763521024840394,12131.991135515495,722.1501065223688,0,69
54663.61348397007,0.16385674181761742,15509.281476309934,747.5774885287021,0,31
72130.34325424329,0.5130338151262642,22745.100757475935,648.941877121985,0,32
62864.89434803029,0.491014043835193,8804.464621730494,723.6735949517614,0,64
47600.922050548594,0.45437234887148825,7662.3736712377995,686.6179454550603,0,61
49714.75688145967,0.11808019026238106,15823.804206182584,742.3385387608247,1,58
34962.05953043287,0.2515641779726643,15254.43850928009,593.6386289824252,0,44
49722.30296011415,0.23155628495542144,15866.708321852042,695.0452849879365,0,65
45670.120416197926,0.2800682037357596,16219.765989542502,669.8589672108019,0,51
54840.778405071345,0.14382137338191928,13883.988726825974,721.6131475317078,0,43
37591.53584671515,0.5684789115155314,22449.31719301041,723.5022093684101,0,67
57790.197713617585,0.37690112035618817,6995.480107617423,664.6187052588987,0,66
72991.08369503866,0.2527621553290118,10857.51487609877,664.3913067911978,0,63
48368.597773147136,0.2984907585371417,14483.726199254763,694.4667315721335,0,28
56025.67583148412,0.3236012702524178,6784.055944229163,655.1678886342396,0,59
60352.159875666686,0.4002971666803087,14120.727977839644,742.0991847726063,0,69
43981.692921712456,0.35783971384824886,23307.35082864009,681.5396399776276,0,42
53361.38722715625,0.5596959866072087,15104.432441479808,554.6505890339179,0,69
50188.88601172692,0.3484817414529151,16153.504528593417,681.2588971689097,1,32
51465.14147823248,0.5960790074116563,8699.176174137097,648.0728089578014,0,51
38404.853242168,0.5257124788725479,11918.192959802613,618.4362092269528,0,69
50367.652613884144,0.2042552571786679,13124.018098380315,638.1286680888713,0,34
57469.974368681746,0.5652976073219581,13411.424516218829,705.4704235916485,0,55
71767.15411692562,0.15818319894273805,21408.218975018845,766.4320414124115,0,68
64389.0623912781,0.5087248542455958,17788.455303625622,715.659223693249,0,24
82297.73686267334,0.29031164673829,9442.71021531484,669.674830589213,0,41
38489.78655667926,0.5389871602225348,16232.523892160025,722.7952097585352,0,35
63084.80955081017,0.5340283450537252,17491.108742483924,677.0454844890504,0,60
52750.130086075274,0.5029627000588106,20700.745192606333,665.2699815418428,0,29
